user_id,user_full_name,user_email,user_city,user_signup_date,user_is_subscriber,user_subscription_start_date,total_orders,delivered_orders,cancelled_orders,refunded_orders,total_food_revenue,total_revenue,avg_order_value,first_order_date,last_order_date,customer_lifetime_days,avg_delivery_minutes,late_delivery_count,user_segment
USR-0766,Moreno Enríquez,yolanda.lago@example.com,Barcelona,2024-01-06,f,,9,7,2,2,287.69,323.60,35.96,2024-04-12,2025-09-04,510,59.9,4,power_user
USR-0636,Amor Riba Pedraza,cayetana.heras@example.com,Valencia,2024-05-26,f,,3,3,0,0,124.54,136.51,45.50,2024-09-17,2025-10-23,401,35.3,2,regular
USR-0317,Toribio Gibert Prats,artemio.gutiérrez@example.com,Valencia,2025-02-27,t,2025-02-27,5,5,0,0,200.75,202.24,40.45,2025-04-30,2025-09-04,127,49.8,3,regular
USR-1427,Germán Olivera Talavera,violeta.plana@example.com,Valencia,2025-07-14,f,,4,3,1,1,166.74,182.70,45.68,2025-08-01,2025-09-20,50,38.3,1,regular
USR-0857,Eliseo Wilfredo Bolaños Jaén,adalberto.almagro@example.com,Madrid,2024-03-21,f,,3,3,0,0,93.51,105.48,35.16,2024-10-12,2025-08-04,296,61.3,1,regular
USR-1308,Germán Ferreras Franco,benito.olivera@example.com,Barcelona,2024-08-04,f,,2,2,0,0,70.97,78.95,39.48,2025-03-20,2025-09-27,191,38.0,1,regular
USR-0370,Urbano Falcón Pagès,trinidad.flores@example.com,Madrid,2025-10-15,f,,4,4,0,0,140.86,156.82,39.21,2025-11-05,2025-12-19,44,47.8,3,regular
USR-0375,Telmo Aguado Vall,federico.valera@example.com,Madrid,2025-12-07,f,,4,3,1,1,139.72,155.68,38.92,2025-12-09,2025-12-25,16,56.0,2,regular
USR-0384,Ruperto Barrera Ortiz,itziar.amores@example.com,Valencia,2024-08-12,f,,4,4,0,0,152.18,168.14,42.04,2024-12-01,2025-11-17,351,53.5,2,regular
USR-1441,Rufina del Bustamante,juliana.ropero@example.com,Barcelona,2025-11-18,t,2025-11-18,6,6,0,0,257.29,257.29,42.88,2025-12-01,2025-12-24,23,55.8,6,power_user
USR-1140,Azahar Otero Cano,humberto.aroca@example.com,Valencia,2024-03-19,f,,3,2,1,1,70.83,82.80,27.60,2024-06-14,2025-06-05,356,47.5,1,regular
USR-0003,José Mari Manzano Plaza,cayetano.valenciano@example.com,Valencia,2024-04-14,f,,1,0,1,1,67.17,71.16,71.16,2024-12-24,2024-12-24,0,,0,one_time
USR-1007,Celia Llabrés Alegria,priscila.morell@example.com,Barcelona,2025-08-29,f,,2,2,0,0,100.95,108.93,54.47,2025-09-06,2025-11-22,77,49.5,1,regular
USR-0215,Manuel Romeu,guiomar.pera@example.com,Barcelona,2024-01-20,f,,2,2,0,0,125.00,132.98,66.49,2024-03-11,2024-09-23,196,47.0,2,regular
USR-1326,Bernardo de Manjón,maría dolores.rey@example.com,Madrid,2024-02-09,f,,2,2,0,0,71.23,79.21,39.61,2025-10-03,2025-10-15,12,64.5,1,regular
USR-0366,Armida Borja Barragán,jose miguel.tejera@example.com,Barcelona,2025-11-29,f,,2,2,0,0,91.57,99.55,49.78,2025-12-01,2025-12-10,9,52.5,1,regular
USR-0412,Nicodemo Esteve Barreda,basilio.aguilar@example.com,Madrid,2024-05-18,f,,2,2,0,0,41.84,49.82,24.91,2024-10-14,2025-07-20,279,85.0,2,regular
USR-1099,Noemí Cordero Riba,eligio.palomares@example.com,Barcelona,2024-03-29,f,,6,5,1,1,232.92,256.86,42.81,2024-09-17,2025-12-29,468,63.2,4,power_user
USR-0664,Pía Lasa Montenegro,teófila.iñiguez@example.com,Madrid,2025-05-05,f,,4,4,0,0,192.16,208.12,52.03,2025-08-10,2025-12-31,143,60.8,3,regular
USR-0610,Marc Montenegro Pelayo,brígida.almeida@example.com,Valencia,2024-06-28,f,,1,1,0,0,37.87,41.86,41.86,2025-05-28,2025-05-28,0,47.0,1,one_time
USR-1378,Pancho Rincón Cardona,teresita.roman@example.com,Valencia,2024-08-15,f,,4,4,0,0,156.29,172.25,43.06,2024-12-27,2025-11-18,326,61.8,3,regular
USR-0411,Dafne Vall Zamorano,odalys.ugarte@example.com,Valencia,2024-04-09,t,2024-04-09,4,4,0,0,162.92,162.92,40.73,2024-05-05,2025-08-05,457,63.8,3,regular
USR-0065,Lope Soriano,calista.aliaga@example.com,Barcelona,2024-08-18,t,2024-08-18,2,2,0,0,69.94,69.94,34.97,2025-08-11,2025-11-16,97,59.0,2,regular
USR-1293,Teófilo Haroldo Martinez Bayona,narciso.adán@example.com,Barcelona,2025-01-13,t,2025-01-13,1,1,0,0,69.64,69.64,69.64,2025-12-13,2025-12-13,0,90.0,1,one_time
USR-0407,Íñigo Mateo Escamilla Calleja,jerónimo.avilés@example.com,Madrid,2025-10-25,t,2025-10-25,3,3,0,0,139.73,139.73,46.58,2025-11-18,2025-12-16,28,63.7,2,regular
USR-1564,Celia Benavent-García,luis.méndez@example.com,Madrid,2024-08-06,f,,7,7,0,0,292.22,320.15,45.74,2024-10-25,2025-12-09,410,55.0,4,power_user
USR-1206,Olegario Jaén Gálvez,adrián.durán@example.com,Valencia,2025-05-23,t,2025-05-23,4,4,0,0,157.77,159.26,39.82,2025-06-17,2025-11-15,151,61.5,2,regular
USR-1321,Vinicio Arce,sosimo.téllez@example.com,Madrid,2024-12-18,f,,2,2,0,0,98.18,106.16,53.08,2025-05-15,2025-10-16,154,54.0,2,regular
USR-0340,Belén Salcedo Serna,óscar.gascón@example.com,Madrid,2025-01-21,f,,2,2,0,0,66.19,74.17,37.09,2025-04-01,2025-05-05,34,65.0,1,regular
USR-1224,Poncio Oller Portero,epifanio.feliu@example.com,Barcelona,2024-08-26,f,,5,5,0,0,226.16,246.11,49.22,2024-10-14,2025-07-17,276,61.4,3,regular
USR-1447,Martina Cabrera,zoraida.uriarte@example.com,Madrid,2024-06-27,f,,4,4,0,0,144.95,160.91,40.23,2024-10-28,2025-11-05,373,67.3,3,regular
USR-1492,Diana Jimenez Marin,gabino.sala@example.com,Valencia,2025-09-06,f,,5,5,0,0,166.76,186.71,37.34,2025-10-05,2025-11-23,49,46.8,5,regular
USR-1340,María Cristina del Guardia,encarnacion.menéndez@example.com,Valencia,2025-02-17,t,2025-02-17,7,5,2,2,303.07,304.56,43.51,2025-03-12,2025-12-26,289,44.8,4,power_user
USR-0909,Fortunata Maestre Manrique,águeda.gelabert@example.com,Madrid,2024-02-02,t,2024-02-02,2,1,1,1,74.75,76.24,38.12,2024-10-02,2025-01-19,109,98.0,1,regular
USR-1328,Maristela Martorell,maximino.baeza@example.com,Madrid,2025-05-01,f,,1,1,0,0,64.18,68.17,68.17,2025-05-01,2025-05-01,0,81.0,1,one_time
USR-1096,Jose Ignacio Juárez Castejón,amparo.teruel@example.com,Valencia,2024-12-25,f,,2,2,0,0,96.94,104.92,52.46,2025-04-02,2025-04-20,18,80.0,1,regular
USR-1512,Ester Montoya Isern,morena.álvaro@example.com,Madrid,2025-09-06,f,,1,1,0,0,35.58,39.57,39.57,2025-12-28,2025-12-28,0,71.0,1,one_time
USR-1435,Gracia Porta Santamaría,humberto.vigil@example.com,Barcelona,2025-05-24,t,2025-05-24,2,2,0,0,65.92,65.92,32.96,2025-08-08,2025-10-20,73,41.5,1,regular
USR-0334,Wilfredo Mulet Novoa,íngrid.bermudez@example.com,Valencia,2024-12-14,f,,2,2,0,0,83.79,91.77,45.89,2025-06-30,2025-07-21,21,48.0,2,regular
USR-0423,Eustaquio Nogueira-Campoy,hilario.correa@example.com,Madrid,2024-07-13,f,,2,2,0,0,111.02,119.00,59.50,2025-09-09,2025-11-05,57,86.0,2,regular
USR-1080,Basilio Madrid-Garay,teófilo.urrutia@example.com,Madrid,2024-04-05,f,,4,4,0,0,223.24,239.20,59.80,2024-09-04,2025-05-28,266,73.5,3,regular
USR-1199,Eli Bauzà Crespi,carmen.abascal@example.com,Madrid,2024-03-27,f,,2,2,0,0,102.17,110.15,55.08,2024-09-07,2024-11-21,75,76.0,2,regular
USR-0650,Eutimio Mayo Arenas,narciso.uriarte@example.com,Barcelona,2024-07-23,t,2024-07-23,3,3,0,0,134.64,134.64,44.88,2024-09-13,2025-08-25,346,54.3,3,regular
USR-1070,Delfina Perales Carvajal,anastasia.camino@example.com,Barcelona,2024-08-11,f,,5,5,0,0,162.48,182.43,36.49,2024-09-29,2025-03-07,159,46.0,2,regular
USR-0628,Nilo Lago Montesinos,alejo.jordán@example.com,Valencia,2024-10-29,f,,2,2,0,0,88.27,96.25,48.13,2024-12-02,2025-08-10,251,49.0,1,regular
USR-0894,Valentina Obdulia Noriega Céspedes,prudencia.caro@example.com,Madrid,2025-11-13,f,,2,2,0,0,45.62,53.60,26.80,2025-12-21,2025-12-27,6,51.0,1,regular
USR-0453,Saturnina Bermudez Armengol,íñigo.alfaro@example.com,Valencia,2025-10-28,f,,1,1,0,0,13.60,17.59,17.59,2025-12-02,2025-12-02,0,67.0,1,one_time
USR-1095,Narciso Tejedor Pintor,leyre.llobet@example.com,Madrid,2025-09-16,f,,4,3,1,1,102.46,118.42,29.61,2025-09-18,2025-12-13,86,44.0,2,regular
USR-0382,Edgardo Izquierdo Villegas,nydia.guzman@example.com,Madrid,2025-09-12,f,,4,4,0,0,117.28,133.24,33.31,2025-09-13,2025-12-14,92,54.3,2,regular
USR-1482,Diana Arana,ligia.perera@example.com,Madrid,2025-08-09,f,,3,3,0,0,118.04,130.01,43.34,2025-09-04,2025-12-20,107,47.7,1,regular
USR-0246,Xavier Tejero Fonseca,carlos.trujillo@example.com,Valencia,2024-09-21,f,,2,2,0,0,94.45,102.43,51.22,2025-03-30,2025-05-04,35,57.5,1,regular
USR-1407,Carmen Antón Landa,lino.pulido@example.com,Valencia,2024-01-15,f,,4,3,1,1,96.31,112.27,28.07,2025-02-12,2025-12-14,305,42.7,3,regular
USR-0353,Emiliana Meléndez Español,aníbal.páez@example.com,Madrid,2024-12-12,f,,9,8,1,1,421.19,457.10,50.79,2025-01-18,2025-10-16,271,56.3,5,power_user
USR-0284,Rita Bonet Vidal,margarita.almazán@example.com,Valencia,2025-10-02,t,2025-10-02,1,1,0,0,42.72,42.72,42.72,2025-10-14,2025-10-14,0,77.0,1,one_time
USR-1105,Carolina Ágata Téllez Mena,carolina.olivé@example.com,Valencia,2025-12-08,t,2025-12-08,5,5,0,0,254.61,254.61,50.92,2025-12-12,2025-12-21,9,67.4,5,regular
USR-1195,Felicia Agudo Alcolea,salud.mata@example.com,Barcelona,2024-04-06,f,,4,4,0,0,180.60,196.56,49.14,2024-09-01,2025-07-20,322,50.8,3,regular
USR-0084,Jacinta Manzanares Gabaldón,ramón.chico@example.com,Barcelona,2024-01-16,f,,3,3,0,0,74.12,86.09,28.70,2024-05-09,2025-10-08,517,64.7,3,regular
USR-1257,Omar Llorens Cañas,edu.company@example.com,Barcelona,2024-04-16,f,,3,3,0,0,90.96,102.93,34.31,2024-05-02,2025-09-29,515,53.0,1,regular
USR-0776,Ana Belén Perlita Carbonell Tomé,rogelio.zapata@example.com,Barcelona,2024-11-01,f,,5,4,1,1,183.54,203.49,40.70,2025-07-28,2025-12-02,127,53.0,4,regular
USR-0400,Lucila Álvarez Muro,pastor.vidal@example.com,Barcelona,2025-06-12,f,,2,2,0,0,61.17,69.15,34.58,2025-09-15,2025-10-16,31,42.5,2,regular
USR-0355,Emilio de Guillén,urbano.morales@example.com,Madrid,2025-11-21,f,,3,3,0,0,139.91,151.88,50.63,2025-12-08,2025-12-31,23,41.7,1,regular
USR-0958,Ramón Marco Novoa,esteban.pintor@example.com,Madrid,2024-12-06,f,,4,3,1,1,150.08,166.04,41.51,2025-01-09,2025-10-27,291,65.0,3,regular
USR-0868,Marcela Morera,diego.moraleda@example.com,Barcelona,2024-07-28,f,,8,7,1,1,345.77,377.69,47.21,2024-09-15,2025-11-13,424,47.7,3,power_user
USR-0025,Reina Duque Molina,amado.coll@example.com,Valencia,2025-10-12,t,2025-10-12,1,1,0,0,44.61,44.61,44.61,2025-12-11,2025-12-11,0,30.0,1,one_time
USR-0306,Atilio Marco Izquierdo,isidro.ferrández@example.com,Madrid,2025-04-26,f,,3,1,2,2,107.41,119.38,39.79,2025-07-01,2025-11-15,137,66.0,1,regular
USR-0452,Chuy del Escalona,rosario.alcázar@example.com,Valencia,2025-12-19,t,2025-12-19,4,4,0,0,205.79,205.79,51.45,2025-12-19,2025-12-30,11,52.0,4,regular
USR-1126,Sandra Boada,jacinta.blanca@example.com,Madrid,2025-02-21,f,,3,3,0,0,172.30,184.27,61.42,2025-04-15,2025-12-07,236,57.0,0,regular
USR-0531,Juanita Bou Carvajal,manolo.quero@example.com,Valencia,2025-04-18,f,,3,3,0,0,103.34,115.31,38.44,2025-05-13,2025-11-02,173,50.0,1,regular
USR-1345,Matilde Fábregas-Villalonga,ignacia.juan@example.com,Valencia,2025-04-20,f,,3,3,0,0,132.67,144.64,48.21,2025-04-30,2025-10-05,158,55.7,2,regular
USR-0884,Samuel Nieto Román,julie.royo@example.com,Madrid,2024-06-21,f,,4,4,0,0,212.12,228.08,57.02,2024-07-11,2025-11-27,504,61.8,3,regular
USR-0751,Martirio Vives Ródenas,pascual.infante@example.com,Valencia,2024-12-23,f,,9,8,1,1,292.59,328.50,36.50,2025-02-25,2025-12-30,308,50.0,5,power_user
USR-0222,Lucila de Hidalgo,juan luis.carrasco@example.com,Valencia,2025-01-12,t,2025-01-12,4,3,1,1,221.48,221.48,55.37,2025-04-18,2025-11-27,223,48.7,2,regular
USR-0517,Severo Sans-Costa,toribio.navarro@example.com,Valencia,2024-09-19,t,2024-09-19,2,1,1,1,43.24,44.73,22.37,2025-01-20,2025-12-12,326,31.0,0,regular
USR-0131,Celia Bárcena Roldan,alejo.marco@example.com,Barcelona,2024-06-07,f,,2,2,0,0,116.38,124.36,62.18,2024-09-15,2025-01-27,134,77.5,2,regular
USR-0397,Anabel de Peláez,lucía.torrecilla@example.com,Barcelona,2024-05-24,f,,5,5,0,0,252.65,272.60,54.52,2024-05-28,2025-08-04,433,62.8,4,regular
USR-1103,Cornelio Perales Baquero,jesusa.clemente@example.com,Valencia,2024-03-27,t,2024-03-27,2,1,1,1,129.81,129.81,64.91,2024-06-13,2024-12-17,187,49.0,0,regular
USR-0534,Hermenegildo Antón Molina,nieves.puerta@example.com,Barcelona,2025-05-02,f,,4,4,0,0,124.20,140.16,35.04,2025-08-08,2025-11-30,114,68.8,4,regular
USR-0278,Jenaro de Bustos,jordana.montaña@example.com,Valencia,2025-09-12,f,,2,2,0,0,79.02,87.00,43.50,2025-11-08,2025-12-29,51,58.0,2,regular
USR-0129,César Lara Sola,lilia.rovira@example.com,Valencia,2025-11-13,t,2025-11-13,3,2,1,1,135.37,136.86,45.62,2025-11-22,2025-12-04,12,76.5,1,regular
USR-0274,Nerea Andres Cadenas,graciano.batalla@example.com,Valencia,2025-05-18,t,2025-05-18,4,4,0,0,116.87,118.36,29.59,2025-07-16,2025-11-19,126,50.5,1,regular
USR-0521,Olegario Crespo Meléndez,vera.fuertes@example.com,Valencia,2025-08-16,f,,3,2,1,1,129.21,141.18,47.06,2025-08-31,2025-10-25,55,73.5,2,regular
USR-1316,Edelmiro Manrique-Benavente,rico.macías@example.com,Valencia,2025-12-18,f,,3,3,0,0,109.03,121.00,40.33,2025-12-21,2025-12-23,2,66.3,1,regular
USR-1443,Jose Manuel Cabello Luís,nadia.almagro@example.com,Barcelona,2024-04-02,f,,6,6,0,0,253.11,277.05,46.18,2024-05-10,2025-07-22,438,48.2,2,power_user
USR-0114,Beatriz Maza Capdevila,armida.coca@example.com,Barcelona,2024-05-17,f,,5,4,1,1,243.71,263.66,52.73,2024-11-22,2025-11-18,361,52.3,3,regular
USR-1164,Chuy Aznar Huguet,almudena.gisbert@example.com,Madrid,2024-01-25,t,2024-01-25,2,2,0,0,109.51,109.51,54.76,2024-05-21,2025-10-29,526,60.0,2,regular
USR-1374,Abilio Gual Vera,lucila.manrique@example.com,Madrid,2025-05-24,f,,8,7,1,1,233.01,264.93,33.12,2025-06-25,2025-11-23,151,50.7,3,power_user
USR-1192,Lourdes Ruth Echevarría Bas,santiago.iñiguez@example.com,Barcelona,2025-11-24,f,,4,4,0,0,152.88,168.84,42.21,2025-11-28,2025-12-18,20,48.0,3,regular
USR-0612,Pánfilo Anaya,virgilio.villa@example.com,Barcelona,2025-10-08,t,2025-10-08,3,2,1,1,95.97,97.46,32.49,2025-10-12,2025-10-14,2,52.0,1,regular
USR-0651,Jose Antonio Rovira Heras,leoncio.exposito@example.com,Valencia,2025-04-07,t,2025-04-07,7,7,0,0,260.19,260.19,37.17,2025-05-21,2025-11-29,192,54.9,4,power_user
USR-1309,Asunción Almeida Acedo,amor.salazar@example.com,Valencia,2024-02-13,f,,3,3,0,0,118.59,130.56,43.52,2024-03-04,2025-06-06,459,73.3,1,regular
USR-1468,Amada Briones Somoza,amarilis.iñiguez@example.com,Valencia,2025-06-21,f,,2,2,0,0,97.18,105.16,52.58,2025-10-14,2025-12-22,69,50.5,0,regular
USR-0395,Emma Rocha Saez,clemente.pol@example.com,Madrid,2024-10-29,f,,2,2,0,0,114.39,122.37,61.19,2024-12-09,2025-05-28,170,32.5,0,regular
USR-0797,Belen Lumbreras Bertrán,cintia.priego@example.com,Barcelona,2024-10-29,f,,4,4,0,0,167.67,183.63,45.91,2025-03-11,2025-10-24,227,63.0,3,regular
USR-0872,Benigna Domínguez Sainz,patricio.ferrán@example.com,Madrid,2025-06-09,f,,3,3,0,0,101.09,113.06,37.69,2025-07-11,2025-11-18,130,75.0,2,regular
USR-0682,Régulo de Tamayo,marcelino.conde@example.com,Barcelona,2025-08-13,f,,1,1,0,0,68.58,72.57,72.57,2025-09-30,2025-09-30,0,63.0,1,one_time
USR-1067,Alejo Valverde,aureliano.sancho@example.com,Madrid,2024-04-05,f,,4,4,0,0,185.01,200.97,50.24,2024-05-07,2025-07-05,424,52.0,3,regular
USR-0227,Merche Soria Hoyos,montserrat.montenegro@example.com,Valencia,2024-03-18,f,,4,2,2,2,197.09,213.05,53.26,2024-11-17,2025-09-06,293,79.0,2,regular
USR-0981,Renato Hoyos Carreño,marisela.marco@example.com,Valencia,2024-04-21,f,,8,6,2,2,271.15,303.07,37.88,2024-04-23,2025-06-05,408,73.5,5,power_user
USR-0449,Margarita Palomar Fiol,nazario.palau@example.com,Madrid,2025-07-15,f,,1,1,0,0,24.71,28.70,28.70,2025-08-01,2025-08-01,0,78.0,1,one_time
USR-0707,Carla Recio Giménez,ágata.valenciano@example.com,Barcelona,2025-07-03,t,2025-07-03,1,1,0,0,29.21,29.21,29.21,2025-11-09,2025-11-09,0,36.0,1,one_time
USR-0101,Carlito Sarabia Ferreras,rosalinda.carretero@example.com,Madrid,2025-08-20,f,,4,4,0,0,176.38,192.34,48.09,2025-10-14,2025-12-29,76,59.3,3,regular
USR-0976,Goyo Martin Barón,roque.costa@example.com,Valencia,2025-05-05,f,,7,7,0,0,301.61,329.54,47.08,2025-05-16,2025-12-02,200,59.7,4,power_user
USR-1469,Jose Angel Salamanca Planas,inmaculada.marcos@example.com,Valencia,2025-08-01,t,2025-08-01,5,5,0,0,193.05,194.54,38.91,2025-08-28,2025-12-03,97,59.4,1,regular
USR-1031,Ruth Pou Torres,noa.asensio@example.com,Valencia,2025-10-30,f,,3,3,0,0,111.83,123.80,41.27,2025-11-04,2025-12-10,36,62.3,3,regular
USR-0611,Ignacia Monreal-Posada,epifanio.buendía@example.com,Madrid,2025-04-20,f,,2,2,0,0,120.79,128.77,64.39,2025-09-11,2025-12-29,109,41.5,0,regular
USR-0342,Chuy Company Pareja,javiera.bayón@example.com,Madrid,2025-08-08,f,,2,2,0,0,21.42,29.40,14.70,2025-11-18,2025-12-15,27,52.0,1,regular
USR-0216,Bonifacio Torrent-Doménech,domingo.varela@example.com,Barcelona,2024-12-24,t,2024-12-24,2,1,1,1,35.37,36.86,18.43,2025-08-08,2025-08-16,8,42.0,0,regular
USR-1160,Tecla Amada Bayón Campo,eulalia.isern@example.com,Madrid,2025-09-29,t,2025-09-29,7,7,0,0,302.62,304.11,43.44,2025-11-07,2025-12-30,53,59.7,5,power_user
USR-0548,Nerea Fidela Guerrero Talavera,matías.carbó@example.com,Barcelona,2025-12-16,f,,7,7,0,0,296.83,324.76,46.39,2025-12-20,2025-12-31,11,63.3,5,power_user
USR-0037,Florentina Ferrer Contreras,mireia.castañeda@example.com,Madrid,2025-03-14,f,,5,4,1,1,196.26,216.21,43.24,2025-04-29,2025-09-02,126,55.0,4,regular
USR-0143,Yaiza Eugenia Cañete Cepeda,jesús.zaragoza@example.com,Valencia,2025-02-13,f,,3,3,0,0,135.64,147.61,49.20,2025-04-03,2025-12-17,258,45.7,2,regular
USR-1426,Simón Toro Gómez,amarilis.fabregat@example.com,Barcelona,2025-03-02,f,,3,3,0,0,41.17,53.14,17.71,2025-08-19,2025-12-06,109,70.0,3,regular
USR-1545,Matías Blázquez-Morán,ariel.almagro@example.com,Madrid,2025-09-27,f,,5,5,0,0,218.02,237.97,47.59,2025-09-29,2025-12-30,92,60.2,4,regular
USR-1064,Marco Pardo Barranco,angelina.cabrero@example.com,Madrid,2024-10-11,f,,6,6,0,0,252.22,276.16,46.03,2024-10-17,2025-11-01,380,63.8,4,power_user
USR-0955,Albert Varela Carrera,tatiana.bayo@example.com,Valencia,2025-10-02,f,,4,4,0,0,154.51,170.47,42.62,2025-11-08,2025-12-25,47,63.5,3,regular
USR-1119,Elpidio Llamas Botella,abril.corominas@example.com,Madrid,2025-12-30,f,,4,4,0,0,165.64,181.60,45.40,2025-12-30,2025-12-31,1,56.0,2,regular
USR-0021,Gonzalo Marcos Blasco,leocadio.pinto@example.com,Valencia,2025-01-24,f,,3,3,0,0,96.45,108.42,36.14,2025-05-20,2025-10-14,147,64.3,3,regular
USR-0510,Borja Santana-Marín,remigio.valle@example.com,Madrid,2024-09-06,f,,5,5,0,0,139.59,159.54,31.91,2024-10-08,2025-07-10,275,52.6,3,regular
USR-1264,Adelaida del Dueñas,catalina.sebastián@example.com,Barcelona,2024-12-24,f,,2,2,0,0,108.14,116.12,58.06,2025-11-06,2025-12-25,49,66.5,1,regular
USR-0028,Bárbara Claudia Lozano Marí,marc.mariño@example.com,Valencia,2025-12-05,f,,6,6,0,0,226.97,250.91,41.82,2025-12-05,2025-12-31,26,57.3,4,power_user
USR-0288,Ildefonso Martin Ariza,gertrudis.saldaña@example.com,Barcelona,2025-04-26,f,,2,2,0,0,46.30,54.28,27.14,2025-10-23,2025-10-23,0,61.0,0,regular
USR-0049,Fernando Mora-Soto,chelo.vara@example.com,Valencia,2025-06-03,f,,3,2,1,1,99.01,110.98,36.99,2025-07-29,2025-12-29,153,64.5,0,regular
USR-1204,Ágata Navarrete Figueroa,soledad.diez@example.com,Valencia,2024-02-21,t,2024-02-21,3,2,1,1,94.05,94.05,31.35,2024-12-16,2025-08-07,234,40.5,1,regular
USR-0108,Julieta Jordá Beltran,nilo.isern@example.com,Madrid,2025-06-02,f,,4,4,0,0,192.41,208.37,52.09,2025-07-13,2025-10-03,82,67.0,3,regular
USR-0686,Edelmiro Galán Ortega,roxana.fiol@example.com,Valencia,2025-05-09,t,2025-05-09,4,4,0,0,84.81,89.28,22.32,2025-06-28,2025-11-24,149,80.5,4,regular
USR-0713,Benigno Castells Belda,yaiza.palomo@example.com,Madrid,2025-04-06,f,,10,7,3,3,482.28,522.18,52.22,2025-04-06,2025-12-31,269,55.1,7,power_user
USR-0281,Chuy Carpio Landa,elvira.salamanca@example.com,Madrid,2025-08-25,f,,4,4,0,0,186.54,202.50,50.63,2025-12-04,2025-12-25,21,61.8,2,regular
USR-1252,Julie Vega Amo,graciana.bastida@example.com,Barcelona,2025-12-06,f,,1,1,0,0,59.70,63.69,63.69,2025-12-25,2025-12-25,0,67.0,1,one_time
USR-0498,Asunción Almagro Garay,benita.lluch@example.com,Barcelona,2025-05-24,f,,4,4,0,0,192.86,208.82,52.21,2025-06-06,2025-10-14,130,66.0,2,regular
USR-0673,Tristán Barceló López,teodosio.serrano@example.com,Madrid,2024-10-17,f,,3,3,0,0,71.74,83.71,27.90,2025-01-30,2025-10-27,270,63.7,1,regular
USR-0897,Rosario del Alcalá,abel.talavera@example.com,Madrid,2024-01-18,f,,4,3,1,1,136.40,152.36,38.09,2024-05-24,2025-06-17,389,80.3,3,regular
USR-0157,Cipriano Carlos,andrés.arenas@example.com,Valencia,2025-02-22,f,,2,1,1,1,89.66,97.64,48.82,2025-06-26,2025-09-09,75,32.0,0,regular
USR-0136,María Ángeles Amat,javi.saez@example.com,Valencia,2024-09-30,t,2024-09-30,4,4,0,0,156.16,157.65,39.41,2025-05-28,2025-12-14,200,56.5,3,regular
USR-0809,Emigdio Ortuño,antonio.guzman@example.com,Barcelona,2025-03-28,t,2025-03-28,2,2,0,0,103.44,103.44,51.72,2025-04-19,2025-04-27,8,65.0,1,regular
USR-1227,Patricia Briones Ripoll,tadeo.sandoval@example.com,Barcelona,2025-04-17,f,,2,2,0,0,80.80,88.78,44.39,2025-05-24,2025-06-09,16,50.5,1,regular
USR-0570,Odalys Hoz Gual,odalis.alemany@example.com,Madrid,2025-03-27,f,,3,3,0,0,128.09,140.06,46.69,2025-06-21,2025-12-11,173,45.3,2,regular
USR-1409,Araceli Echevarría Falcón,candelas.almansa@example.com,Barcelona,2025-10-03,f,,3,3,0,0,63.78,75.75,25.25,2025-10-23,2025-12-01,39,58.3,3,regular
USR-0074,Perla Ariel Guardia Pedrero,encarna.agustín@example.com,Madrid,2024-04-06,t,2024-04-06,5,5,0,0,142.36,145.34,29.07,2024-04-15,2025-11-17,581,68.2,3,regular
USR-1015,Luís Hernández Peiró,kike.pinto@example.com,Madrid,2025-02-05,f,,6,5,1,1,211.88,235.82,39.30,2025-03-12,2025-12-22,285,54.6,4,power_user
USR-1367,Nico Castellanos Luís,lorena.solé@example.com,Madrid,2024-04-20,f,,1,1,0,0,14.20,18.19,18.19,2025-10-16,2025-10-16,0,36.0,1,one_time
USR-0837,Florencia Alba Patiño,lope.ballesteros@example.com,Madrid,2024-09-07,f,,1,1,0,0,31.17,35.16,35.16,2025-07-15,2025-07-15,0,62.0,0,one_time
USR-0838,Consuela Contreras,evelia.rius@example.com,Barcelona,2025-03-25,t,2025-03-25,6,6,0,0,190.67,193.65,32.28,2025-07-08,2025-12-25,170,57.0,6,power_user
USR-0687,Azucena Eva Moliner Gonzalo,haydée.iñiguez@example.com,Barcelona,2025-02-19,f,,3,3,0,0,53.66,65.63,21.88,2025-03-20,2025-08-14,147,61.3,1,regular
USR-0724,Ismael Castellanos Talavera,fernanda.busquets@example.com,Valencia,2024-11-02,f,,2,1,1,1,94.84,102.82,51.41,2025-03-08,2025-10-16,222,52.0,0,regular
USR-0846,Luna Eloísa Lobo Rivera,isa.caro@example.com,Madrid,2024-06-28,f,,3,3,0,0,166.66,178.63,59.54,2024-10-18,2025-02-11,116,60.7,2,regular
USR-0350,Ramón Muro-Roselló,reina.bauzà@example.com,Madrid,2024-01-16,f,,5,5,0,0,236.87,256.82,51.36,2024-01-29,2025-08-14,563,61.4,2,regular
USR-1078,Pepito Íñigo Benet Navarro,moisés.araujo@example.com,Barcelona,2024-07-26,f,,2,2,0,0,93.86,101.84,50.92,2025-01-21,2025-06-29,159,49.0,1,regular
USR-0378,Débora Aroca Pinilla,herminia.ochoa@example.com,Valencia,2025-01-02,f,,1,1,0,0,57.16,61.15,61.15,2025-03-24,2025-03-24,0,47.0,1,one_time
USR-0922,Nico Guerrero Bello,almudena.olmedo@example.com,Madrid,2025-02-11,f,,5,5,0,0,203.98,223.93,44.79,2025-02-19,2025-12-17,301,61.6,3,regular
