order_id,user_id,restaurant_id,payment_id,delivery_id,order_datetime,order_date,order_year,order_month,order_status,refund_reason,user_full_name,user_email,user_city,user_signup_date,user_is_subscriber,user_subscription_start_date,restaurant_name,cuisine_type,restaurant_city,restaurant_tier,restaurant_avg_rating,restaurant_commission_rate,payment_method,payment_status,currency,food_amount,delivery_fee,total_amount,courier_id,distance_km,estimated_delivery_minutes,pickup_time,delivered_time,delivery_status,actual_delivery_minutes,restaurant_commission_amount,restaurant_payout_amount,is_delivered_order,is_cancelled_order,is_refunded_payment,is_late_delivery,has_subscription_before_signup,has_delivered_before_pickup,has_invalid_delivery_duration,has_unusual_delivery_duration,has_data_quality_issue
ORD-001176,USR-0431,RES-0036,PAY-001176,DEL-001176,2024-02-23 13:54:00,2024-02-23,2024,2,delivered,,Agustina Valcárcel Canals,nerea.marin@example.com,Barcelona,2024-01-03,f,,Palomares-Rincón,asian fusion,Barcelona,small_local,3.80,0.15,paypal,paid,EUR,55.69,3.99,59.68,CUR-0182,9.30,68,2024-02-23 14:09:00,2024-02-23 15:57:00,delivered,108,8.35,47.34,t,f,f,t,f,f,f,f,f
ORD-001177,USR-1138,RES-0041,PAY-001177,DEL-001177,2025-05-26 23:42:00,2025-05-26,2025,5,delivered,,Aurelio Ciríaco Miguel Reguera,loreto.menendez@example.com,Madrid,2024-10-05,f,,Barroso LLC,spanish,Madrid,medium,4.80,0.20,paypal,paid,EUR,65.58,3.99,69.57,CUR-0067,1.50,36,2025-05-26 23:56:00,2025-05-27 00:28:00,delivered,32,13.12,52.46,t,f,f,f,f,f,f,f,f
ORD-001178,USR-0358,RES-0039,PAY-001178,DEL-001178,2025-09-05 21:42:00,2025-09-05,2025,9,delivered,,Hector Ferrández Castellanos,fabiana.viñas@example.com,Madrid,2024-08-28,f,,"Iborra, Vega and Sarabia",asian fusion,Madrid,medium,4.30,0.20,card,paid,EUR,68.10,3.99,72.09,CUR-0069,4.90,48,2025-09-05 21:50:00,2025-09-05 22:41:00,delivered,51,13.62,54.48,t,f,f,t,f,f,f,f,f
ORD-001179,USR-1150,RES-0006,PAY-001179,DEL-001179,2025-11-22 11:10:00,2025-11-22,2025,11,delivered,,Dorita Barrio Paz,ciro.llorens@example.com,Valencia,2025-07-26,f,,"Olivera, Romero and Guzmán",japanese,Valencia,small_local,4.90,0.15,paypal,paid,EUR,9.75,3.99,13.74,CUR-0070,1.60,31,2025-11-22 11:27:00,2025-11-22 12:04:00,delivered,37,1.46,8.29,t,f,f,t,f,f,f,f,f
ORD-001180,USR-0165,RES-0068,PAY-001180,DEL-001180,2025-09-27 18:06:00,2025-09-27,2025,9,delivered,,Iris Daniela Manrique Verdú,belen.vega@example.com,Barcelona,2025-03-28,f,,Pera-Baquero,japanese,Barcelona,medium,4.60,0.20,apple_pay,paid,EUR,68.95,3.99,72.94,CUR-0204,4.50,47,2025-09-27 18:22:00,2025-09-27 19:17:00,delivered,55,13.79,55.16,t,f,f,t,f,f,f,f,f
ORD-001181,USR-1155,RES-0055,PAY-001181,DEL-001181,2025-11-22 21:01:00,2025-11-22,2025,11,delivered,,Luis Miguel Vendrell-Gaya,chus.franch@example.com,Madrid,2025-02-14,t,2025-02-14,"Esteban, Sevilla and Borrás",japanese,Madrid,small_local,4.10,0.15,card,paid,EUR,16.95,0.00,16.95,CUR-0202,9.20,78,2025-11-22 21:15:00,2025-11-22 22:35:00,delivered,80,2.54,14.41,t,f,f,t,f,f,f,f,f
ORD-001182,USR-0712,RES-0035,PAY-001182,DEL-001182,2024-12-02 18:12:00,2024-12-02,2024,12,delivered,,Juan Luis Mur Menendez,luís.figuerola@example.com,Valencia,2024-10-22,t,2024-10-22,"Mir, Hierro and Querol",mexican,Valencia,medium,4.20,0.20,google_pay,paid,EUR,27.97,0.00,27.97,CUR-0043,4.80,46,2024-12-02 18:29:00,2024-12-02 19:30:00,delivered,61,5.59,22.38,t,f,f,t,f,f,f,f,f
ORD-001183,USR-0811,RES-0078,PAY-001183,DEL-001183,2025-12-09 16:29:00,2025-12-09,2025,12,delivered,,Lisandro Puga Tur,lidia.bas@example.com,Madrid,2025-04-01,f,,Torrens PLC,japanese,Madrid,small_local,4.50,0.15,card,paid,EUR,20.61,3.99,24.60,CUR-0084,4.40,47,2025-12-09 16:48:00,2025-12-09 17:36:00,delivered,48,3.09,17.52,t,f,f,t,f,f,f,f,f
ORD-001184,USR-1340,RES-0074,PAY-001184,DEL-001184,2025-04-24 19:00:00,2025-04-24,2025,4,delivered,,María Cristina del Guardia,encarnacion.menéndez@example.com,Valencia,2025-02-17,t,2025-02-17,"Nicolau, Moliner and Escalona",mediterranean,Valencia,small_local,4.90,0.15,paypal,paid,EUR,64.85,0.00,64.85,CUR-0249,0.60,27,,,delivered,33,9.73,55.12,t,f,f,t,f,f,f,f,f
ORD-001185,USR-0644,RES-0058,PAY-001185,DEL-001185,2025-06-05 13:22:00,2025-06-05,2025,6,delivered,,Eulalia Acero Garrido,florentino.gallego@example.com,Barcelona,2024-11-17,f,,Jove Group,spanish,Barcelona,premium,5.00,0.25,apple_pay,paid,EUR,34.28,3.99,38.27,CUR-0166,6.20,59,2025-06-05 13:36:00,2025-06-05 15:11:00,delivered,95,8.57,25.71,t,f,f,t,f,f,f,f,f
ORD-001186,USR-1498,RES-0035,PAY-001186,DEL-001186,2025-09-27 16:11:00,2025-09-27,2025,9,delivered,,Isidoro de Carpio,liliana.barba@example.com,Valencia,2025-05-19,t,2025-05-19,"Mir, Hierro and Querol",mexican,Valencia,medium,4.20,0.20,card,paid,EUR,25.46,0.00,25.46,CUR-0084,3.30,38,2025-09-27 16:22:00,2025-09-27 17:06:00,delivered,44,5.09,20.37,t,f,f,t,f,f,f,f,f
ORD-001187,USR-0188,RES-0053,PAY-001187,DEL-001187,2025-11-28 11:20:00,2025-11-28,2025,11,delivered,,Heraclio del Saura,adán.mínguez@example.com,Valencia,2025-10-14,f,,"Gomila, Roma and Castells",mexican,Valencia,medium,4.80,0.20,google_pay,paid,EUR,66.64,3.99,70.63,CUR-0103,3.40,36,2025-11-28 11:30:00,2025-11-28 12:02:00,delivered,32,13.33,53.31,t,f,f,f,f,f,f,f,f
ORD-001188,USR-0233,RES-0012,PAY-001188,DEL-001188,2024-10-06 10:07:00,2024-10-06,2024,10,delivered,,Graciana López Escalona,aroa.ramón@example.com,Madrid,2024-01-13,f,,Linares LLC,asian fusion,Madrid,medium,3.80,0.20,google_pay,paid,EUR,57.18,3.99,61.17,CUR-0244,6.10,57,2024-10-06 10:15:00,2024-10-06 11:14:00,delivered,59,11.44,45.74,t,f,f,t,f,f,f,f,f
ORD-001189,USR-1539,RES-0058,PAY-001189,DEL-001189,2025-11-20 16:22:00,2025-11-20,2025,11,delivered,,Leoncio Domingo,norberto.dávila@example.com,Barcelona,2025-10-24,f,,Jove Group,spanish,Barcelona,premium,5.00,0.25,google_pay,paid,EUR,56.83,3.99,60.82,CUR-0060,3.80,46,2025-11-20 16:39:00,2025-11-20 18:05:00,delivered,86,14.21,42.62,t,f,f,t,f,f,f,f,f
ORD-001190,USR-1142,RES-0041,PAY-001190,DEL-001190,2025-01-14 13:35:00,2025-01-14,2025,1,delivered,,Juanita Leiva Vidal,benigna.pinilla@example.com,Madrid,2024-06-19,f,,Barroso LLC,spanish,Madrid,medium,4.80,0.20,google_pay,paid,EUR,13.42,3.99,17.41,CUR-0200,6.70,63,2025-01-14 13:48:00,2025-01-14 14:57:00,delivered,69,2.68,10.74,t,f,f,t,f,f,f,f,f
ORD-001191,USR-1103,RES-0034,PAY-001191,DEL-001191,2024-12-17 13:23:00,2024-12-17,2024,12,cancelled,wrong_items,Cornelio Perales Baquero,jesusa.clemente@example.com,Valencia,2024-03-27,t,2024-03-27,Delgado PLC,mexican,Valencia,medium,4.20,0.20,google_pay,refunded,EUR,65.43,0.00,65.43,CUR-0089,6.50,61,,,cancelled,,13.09,52.34,f,t,t,f,f,f,f,f,f
ORD-001192,USR-1466,RES-0043,PAY-001192,DEL-001192,2024-02-28 12:32:00,2024-02-28,2024,2,delivered,,Xavier Plana Muro,nico.santos@example.com,Valencia,2024-02-17,t,2024-02-17,Soler-Álamo,spanish,Valencia,premium,3.90,0.25,google_pay,paid,EUR,51.52,0.00,51.52,CUR-0212,2.10,41,2024-02-28 12:45:00,2024-02-28 13:24:00,delivered,39,12.88,38.64,t,f,f,f,f,f,f,f,f
ORD-001193,USR-1537,RES-0003,PAY-001193,DEL-001193,2025-09-28 20:38:00,2025-09-28,2025,9,delivered,,Rafaela Olmedo Gámez,erasmo.herrero@example.com,Valencia,2025-09-22,f,,Sobrino Group,japanese,Valencia,small_local,4.40,0.15,card,paid,EUR,15.77,3.99,19.76,CUR-0071,7.70,63,2025-09-28 20:46:00,2025-09-28 21:47:00,delivered,61,2.37,13.40,t,f,f,f,f,f,f,f,f
ORD-001194,USR-0851,RES-0068,PAY-001194,DEL-001194,2025-11-03 14:57:00,2025-11-03,2025,11,delivered,,Nico Rosendo Carpio Cueto,eli.nadal@example.com,Barcelona,2025-07-04,f,,Pera-Baquero,japanese,Barcelona,medium,4.60,0.20,google_pay,paid,EUR,26.69,3.99,30.68,CUR-0046,3.60,36,2025-11-03 15:11:00,2025-11-03 15:55:00,delivered,44,5.34,21.35,t,f,f,t,f,f,f,f,f
ORD-001195,USR-0265,RES-0034,PAY-001195,DEL-001195,2025-04-15 11:55:00,2025-04-15,2025,4,delivered,,Fausto Alsina,soledad.rodriguez@example.com,Valencia,2024-07-02,f,,Delgado PLC,mexican,Valencia,medium,4.20,0.20,card,paid,EUR,30.75,3.99,34.74,CUR-0049,1.90,41,2025-04-15 12:13:00,2025-04-15 12:54:00,delivered,41,6.15,24.60,t,f,f,f,f,f,f,f,f
ORD-001196,USR-0921,RES-0034,PAY-001196,DEL-001196,2025-12-12 20:29:00,2025-12-12,2025,12,delivered,,Francisco Meléndez Riquelme,demetrio.muro@example.com,Valencia,2024-05-27,f,,Delgado PLC,mexican,Valencia,medium,4.20,0.20,card,paid,EUR,11.60,3.99,15.59,CUR-0235,6.90,59,2025-12-12 20:40:00,2025-12-12 21:59:00,delivered,79,2.32,9.28,t,f,f,t,f,f,f,f,f
ORD-001197,USR-1398,RES-0012,PAY-001197,DEL-001197,2024-12-05 22:37:00,2024-12-05,2024,12,delivered,,Lucía Plaza Marín,maura.quintero@example.com,Madrid,2024-07-03,f,,Linares LLC,asian fusion,Madrid,medium,3.80,0.20,apple_pay,paid,EUR,50.69,3.99,54.68,CUR-0125,1.20,22,2024-12-05 22:50:00,2024-12-05 23:22:00,delivered,32,10.14,40.55,t,f,f,t,f,f,f,f,f
ORD-001198,USR-1180,RES-0041,PAY-001198,DEL-001198,2024-12-09 18:19:00,2024-12-09,2024,12,delivered,,Reyes Candelario Angulo Planas,calixta.cabrera@example.com,Madrid,2024-11-30,f,,Barroso LLC,spanish,Madrid,medium,4.80,0.20,card,paid,EUR,11.93,3.99,15.92,CUR-0206,6.90,68,2024-12-09 18:35:00,2024-12-09 19:38:00,delivered,63,2.39,9.54,t,f,f,f,f,f,f,f,f
ORD-001199,USR-1369,RES-0044,PAY-001199,DEL-001199,2025-07-25 20:16:00,2025-07-25,2025,7,delivered,,Raquel Ángela Escamilla Baquero,dorotea.estévez@example.com,Valencia,2024-09-24,f,,Nebot LLC,mexican,Valencia,small_local,3.80,0.15,paypal,paid,EUR,40.68,3.99,44.67,CUR-0230,5.80,58,2025-07-25 20:24:00,2025-07-25 21:36:00,delivered,72,6.10,34.58,t,f,f,t,f,f,f,f,f
ORD-001200,USR-0183,RES-0054,PAY-001200,DEL-001200,2025-11-25 09:07:00,2025-11-25,2025,11,delivered,,Bárbara Felicia Jove Carbonell,carla.álamo@example.com,Madrid,2025-09-01,f,,"Arnal, Ojeda and Escudero",valencian,Madrid,small_local,4.90,0.15,paypal,paid,EUR,29.33,3.99,33.32,CUR-0159,6.30,64,2025-11-25 09:19:00,2025-11-25 10:51:00,delivered,92,4.40,24.93,t,f,f,t,f,f,f,f,f
ORD-001201,USR-0585,RES-0042,PAY-001201,DEL-001201,2025-10-16 12:44:00,2025-10-16,2025,10,delivered,,Anselma del Nieto,víctor.vilanova@example.com,Barcelona,2024-12-09,f,,"Gual, Paredes and Quirós",mexican,Barcelona,small_local,4.10,0.15,google_pay,paid,EUR,21.12,3.99,25.11,CUR-0209,1.90,37,2025-10-16 12:57:00,2025-10-16 13:41:00,delivered,44,3.17,17.95,t,f,f,t,f,f,f,f,f
ORD-001202,USR-0920,RES-0044,PAY-001202,DEL-001202,2024-08-16 14:24:00,2024-08-16,2024,8,delivered,,Alexandra Elorza Sobrino,fabiola.paz@example.com,Valencia,2024-01-17,f,,Nebot LLC,mexican,Valencia,small_local,3.80,0.15,card,paid,EUR,29.36,3.99,33.35,CUR-0211,0.80,34,2024-08-16 14:41:00,2024-08-16 14:31:00,delivered,51,4.40,24.96,t,f,f,t,f,t,t,f,t
ORD-001203,USR-0477,RES-0027,PAY-001203,DEL-001203,2024-12-05 21:47:00,2024-12-05,2024,12,delivered,,Selena Mateo-Paredes,david.españa@example.com,Madrid,2024-10-06,f,,"Manrique, Carnero and Fonseca",mexican,Madrid,small_local,4.00,0.15,paypal,paid,EUR,37.68,3.99,41.67,CUR-0177,9.30,82,2024-12-05 22:06:00,2024-12-05 23:34:00,delivered,88,5.65,32.03,t,f,f,t,f,f,f,f,f
ORD-001204,USR-1267,RES-0025,PAY-001204,DEL-001204,2025-05-29 13:25:00,2025-05-29,2025,5,cancelled,customer_complaint,Aurora Saura López,mercedes.orozco@example.com,Madrid,2025-05-19,f,,"Valderrama, Porcel and Rovira",valencian,Madrid,medium,4.10,0.20,apple_pay,refunded,EUR,60.39,3.99,64.38,CUR-0158,3.30,42,,,cancelled,,12.08,48.31,f,t,t,f,f,f,f,f,f
ORD-001205,USR-1430,RES-0081,PAY-001205,DEL-001205,2025-12-28 18:20:00,2025-12-28,2025,12,delivered,,Remigio Hernando Pintor,óscar.royo@example.com,Valencia,2025-11-08,t,2025-11-08,Carbajo-Rincón,mexican,Valencia,premium,3.90,0.25,apple_pay,paid,EUR,63.56,0.00,63.56,CUR-0092,6.90,64,2025-12-28 18:35:00,2025-12-28 19:39:00,delivered,64,15.89,47.67,t,f,f,f,f,f,f,f,f
ORD-001206,USR-1250,RES-0034,PAY-001206,DEL-001206,2025-11-02 21:34:00,2025-11-02,2025,11,delivered,,Leoncio de Peiró,obdulia.company@example.com,Valencia,2024-12-31,t,2024-12-31,Delgado PLC,mexican,Valencia,medium,4.20,0.20,card,paid,EUR,63.02,0.00,63.02,CUR-0246,5.00,49,2025-11-02 21:48:00,2025-11-02 22:34:00,delivered,-3,12.60,50.42,t,f,f,f,f,f,t,t,t
ORD-001207,USR-1058,RES-0011,PAY-001207,DEL-001207,2025-10-08 18:58:00,2025-10-08,2025,10,delivered,,Lope del Ordóñez,cirino.alberdi@example.com,Madrid,2024-09-12,t,2024-09-12,"Tomé, Rios and Múñiz",italian,Madrid,premium,4.30,0.25,apple_pay,paid,EUR,69.08,0.00,69.08,CUR-0111,5.10,52,2025-10-08 19:09:00,2025-10-08 20:36:00,delivered,87,17.27,51.81,t,f,f,t,f,f,f,f,f
ORD-001208,USR-1324,RES-0048,PAY-001208,DEL-001208,2025-08-09 13:45:00,2025-08-09,2025,8,delivered,,Cristian Ugarte Villegas,jerónimo.agustí@example.com,Valencia,2024-10-09,f,,"Nebot, Escrivá and Quintana",japanese,Valencia,small_local,4.70,0.15,google_pay,paid,EUR,45.75,3.99,49.74,CUR-0169,1.60,34,2025-08-09 14:03:00,2025-08-09 14:40:00,delivered,37,6.86,38.89,t,f,f,t,f,f,f,f,f
ORD-001209,USR-0186,RES-0083,PAY-001209,DEL-001209,2025-04-08 14:16:00,2025-04-08,2025,4,delivered,,Jaime Flavio Machado Bautista,azahar.folch@example.com,Valencia,2025-04-01,f,,"Baró, Benavente and Coronado",mexican,Valencia,medium,4.30,0.20,apple_pay,paid,EUR,66.38,3.99,70.37,CUR-0118,3.80,46,2025-04-08 14:24:00,2025-04-08 15:05:00,delivered,41,13.28,53.10,t,f,f,f,f,f,f,f,f
ORD-001210,USR-0457,RES-0043,PAY-001210,DEL-001210,2025-09-11 14:18:00,2025-09-11,2025,9,delivered,,Angélica Manso Macías,isidro.higueras@example.com,Valencia,2024-11-16,f,,Soler-Álamo,spanish,Valencia,premium,3.90,0.25,card,paid,EUR,25.01,3.99,29.00,CUR-0144,4.40,39,2025-09-11 14:28:00,2025-09-11 15:36:00,delivered,68,6.25,18.76,t,f,f,t,f,f,f,f,f
ORD-001211,USR-0203,RES-0052,PAY-001211,DEL-001211,2024-12-03 13:39:00,2024-12-03,2024,12,delivered,,Calixta Cabezas Cruz,nydia.fuentes@example.com,Madrid,2024-08-12,f,,Jiménez LLC,mediterranean,Madrid,medium,4.00,0.20,card,paid,EUR,31.15,3.99,35.14,CUR-0079,6.40,63,2024-12-03 13:56:00,2024-12-03 14:55:00,delivered,59,6.23,24.92,t,f,f,f,f,f,f,f,f
ORD-001212,USR-0387,RES-0053,PAY-001212,DEL-001212,2025-12-03 09:51:00,2025-12-03,2025,12,delivered,,Claudia Valle-Adán,bernarda.medina@example.com,Valencia,2025-10-05,t,2025-10-05,"Gomila, Roma and Castells",mexican,Valencia,medium,4.80,0.20,apple_pay,paid,EUR,39.37,0.00,39.37,CUR-0011,2.20,35,2025-12-03 09:59:00,2025-12-03 10:37:00,delivered,38,7.87,31.50,t,f,f,t,f,f,f,f,f
ORD-001213,USR-1102,RES-0016,PAY-001213,DEL-001213,2025-11-24 11:24:00,2025-11-24,2025,11,delivered,,Trinidad Acosta Priego,maría belén.salom@example.com,Valencia,2024-05-23,t,2024-05-23,Calvo Ltd,japanese,Valencia,small_local,4.20,0.15,card,paid,EUR,48.81,0.00,48.81,CUR-0188,7.20,46,2025-11-24 11:36:00,2025-11-24 12:23:00,delivered,47,7.32,41.49,t,f,f,t,f,f,f,f,f
ORD-001214,USR-1466,RES-0040,PAY-001214,DEL-001214,2024-04-23 14:59:00,2024-04-23,2024,4,delivered,,Xavier Plana Muro,nico.santos@example.com,Valencia,2024-02-17,t,2024-02-17,"Agustín, Pablo and Díez",asian fusion,Valencia,medium,3.90,0.20,card,paid,EUR,37.43,0.00,37.43,CUR-0135,1.40,27,2024-04-23 15:09:00,2024-04-23 15:39:00,delivered,30,7.49,29.94,t,f,f,t,f,f,f,f,f
ORD-001215,USR-0525,RES-0025,PAY-001215,DEL-001215,2025-10-16 12:33:00,2025-10-16,2025,10,delivered,,Edelmiro Alcolea-Gras,paca.carbonell@example.com,Madrid,2025-04-25,f,,"Valderrama, Porcel and Rovira",valencian,Madrid,medium,4.10,0.20,paypal,paid,EUR,64.69,3.99,68.68,CUR-0101,5.00,44,2025-10-16 12:41:00,2025-10-16 14:03:00,delivered,82,12.94,51.75,t,f,f,t,f,f,f,f,f
ORD-001216,USR-0290,RES-0030,PAY-001216,DEL-001216,2025-11-07 11:33:00,2025-11-07,2025,11,cancelled,damaged_food,Chus Peiró Fajardo,marisa.salom@example.com,Barcelona,2025-04-09,t,2025-04-09,Lloret-Leiva,valencian,Barcelona,small_local,4.10,0.15,apple_pay,refunded,EUR,58.05,0.00,58.05,CUR-0134,6.40,68,,,cancelled,,8.71,49.34,f,t,t,f,f,f,f,f,f
ORD-001217,USR-0040,RES-0071,PAY-001217,DEL-001217,2025-12-29 10:07:00,2025-12-29,2025,12,delivered,,Íñigo Noguera Gargallo,reyes.flores@example.com,Barcelona,2024-04-22,t,2024-04-22,Agustí Ltd,asian fusion,Barcelona,medium,4.10,0.20,card,paid,EUR,37.72,0.00,37.72,CUR-0176,1.50,43,2025-12-29 10:20:00,2025-12-29 11:39:00,delivered,79,7.54,30.18,t,f,f,t,f,f,f,f,f
ORD-001218,USR-1420,RES-0072,PAY-001218,DEL-001218,2025-10-27 12:09:00,2025-10-27,2025,10,delivered,,Bonifacio de Alcalde,lucho.lucas@example.com,Barcelona,2025-08-26,f,,Manzanares Ltd,mexican,Barcelona,small_local,4.00,0.15,google_pay,paid,EUR,63.16,3.99,67.15,CUR-0152,3.70,49,2025-10-27 12:22:00,2025-10-27 13:16:00,delivered,54,9.47,53.69,t,f,f,t,f,f,f,f,f
ORD-001219,USR-0528,RES-0018,PAY-001219,DEL-001219,2025-07-05 10:51:00,2025-07-05,2025,7,delivered,,Tere Agustín Méndez,cecilia.porras@example.com,Madrid,2025-04-07,t,2025-04-07,"Leon, Lillo and Naranjo",spanish,Madrid,premium,4.00,0.25,google_pay,paid,EUR,42.65,0.00,42.65,CUR-0046,3.90,52,2025-07-05 11:11:00,2025-07-05 12:28:00,delivered,77,10.66,31.99,t,f,f,t,f,f,f,f,f
ORD-001220,USR-1148,RES-0010,PAY-001220,DEL-001220,2025-03-15 19:15:00,2025-03-15,2025,3,cancelled,wrong_items,Pastor Osvaldo Castellanos Giralt,cristóbal.riera@example.com,Valencia,2024-02-06,f,,Verdugo PLC,italian,Valencia,small_local,3.90,0.15,paypal,refunded,EUR,28.55,3.99,32.54,CUR-0183,5.20,41,,,cancelled,,4.28,24.27,f,t,t,f,f,f,f,f,f
ORD-001221,USR-0945,RES-0019,PAY-001221,DEL-001221,2025-12-09 09:45:00,2025-12-09,2025,12,delivered,,Ciro Higueras-Serra,sigfrido.mínguez@example.com,Madrid,2025-09-03,f,,Barriga-Sosa,valencian,Madrid,small_local,4.80,0.15,paypal,paid,EUR,31.97,3.99,35.96,CUR-0075,4.90,45,2025-12-09 09:54:00,2025-12-09 10:47:00,delivered,53,4.80,27.17,t,f,f,t,f,f,f,f,f
ORD-001222,USR-0188,RES-0007,PAY-001222,DEL-001222,2025-12-21 16:00:00,2025-12-21,2025,12,delivered,,Heraclio del Saura,adán.mínguez@example.com,Valencia,2025-10-14,f,,Bayona Group,asian fusion,Valencia,medium,4.80,0.20,apple_pay,paid,EUR,18.26,3.99,22.25,CUR-0133,4.50,45,2025-12-21 16:14:00,2025-12-21 17:01:00,delivered,47,3.65,14.61,t,f,f,t,f,f,f,f,f
ORD-001223,USR-0751,RES-0051,PAY-001223,DEL-001223,2025-07-09 09:55:00,2025-07-09,2025,7,cancelled,damaged_food,Martirio Vives Ródenas,pascual.infante@example.com,Valencia,2024-12-23,f,,Vazquez-Prada,japanese,Valencia,premium,4.60,0.25,paypal,refunded,EUR,26.32,3.99,30.31,CUR-0013,2.50,30,,,cancelled,,6.58,19.74,f,t,t,f,f,f,f,f,f
ORD-001224,USR-0635,RES-0002,PAY-001224,DEL-001224,2025-12-12 17:11:00,2025-12-12,2025,12,delivered,,Serafina Barreda Pou,eustaquio.sotelo@example.com,Barcelona,2025-11-26,t,2025-11-26,Quintanilla LLC,mexican,Barcelona,small_local,4.90,0.15,paypal,paid,EUR,22.31,0.00,22.31,CUR-0146,7.40,76,2025-12-12 17:31:00,2025-12-12 18:52:00,delivered,81,3.35,18.96,t,f,f,t,f,f,f,f,f
ORD-001225,USR-1504,RES-0057,PAY-001225,DEL-001225,2025-11-10 18:04:00,2025-11-10,2025,11,delivered,,Teodoro Cañete Cabañas,liliana.domingo@example.com,Madrid,2025-08-25,t,2025-08-25,Estrada-Coll,japanese,Madrid,medium,4.30,0.20,card,paid,EUR,27.94,0.00,27.94,CUR-0119,3.80,42,2025-11-10 18:21:00,2025-11-10 19:04:00,delivered,43,5.59,22.35,t,f,f,t,f,f,f,f,f
ORD-001226,USR-0489,RES-0015,PAY-001226,DEL-001226,2025-12-08 13:18:00,2025-12-08,2025,12,delivered,,Encarnacion Mayo,apolinar.sandoval@example.com,Madrid,2025-09-13,f,,Tomé PLC,spanish,Madrid,medium,4.90,0.20,card,paid,EUR,61.43,3.99,65.42,CUR-0098,8.50,65,2025-12-08 13:35:00,2025-12-08 15:03:00,delivered,88,12.29,49.14,t,f,f,t,f,f,f,f,f
ORD-001227,USR-1414,RES-0016,PAY-001227,DEL-001227,2025-06-05 14:31:00,2025-06-05,2025,6,delivered,,Segismundo Múñiz Carpio,vanesa.vargas@example.com,Valencia,2025-04-11,f,,Calvo Ltd,japanese,Valencia,small_local,4.20,0.15,google_pay,paid,EUR,11.70,3.99,15.69,CUR-0229,5.20,53,2025-06-05 14:47:00,2025-06-05 15:42:00,delivered,55,1.76,9.95,t,f,f,t,f,f,f,f,f
ORD-001228,USR-0385,RES-0053,PAY-001228,DEL-001228,2025-11-09 16:56:00,2025-11-09,2025,11,delivered,,Angelino Burgos Padilla,luciano.seguí@example.com,Valencia,2024-09-13,f,,"Gomila, Roma and Castells",mexican,Valencia,medium,4.80,0.20,card,paid,EUR,54.39,3.99,58.38,CUR-0204,1.40,37,2025-11-09 17:04:00,2025-11-09 17:45:00,delivered,41,10.88,43.51,t,f,f,t,f,f,f,f,f
ORD-001229,USR-0517,RES-0045,PAY-001229,DEL-001229,2025-12-12 16:45:00,2025-12-12,2025,12,cancelled,damaged_food,Severo Sans-Costa,toribio.navarro@example.com,Valencia,2024-09-19,t,2024-09-19,Porta-Mendez,asian fusion,Valencia,medium,4.10,0.20,paypal,refunded,EUR,9.74,1.49,11.23,CUR-0064,3.80,45,,,cancelled,,1.95,7.79,f,t,t,f,f,f,f,f,f
ORD-001230,USR-0166,RES-0004,PAY-001230,DEL-001230,2025-06-11 21:53:00,2025-06-11,2025,6,delivered,,Leonel Robledo,maría jesús.gomis@example.com,Valencia,2025-06-07,f,,Mir and Sons,mediterranean,Valencia,medium,4.60,0.20,apple_pay,paid,EUR,59.17,3.99,63.16,CUR-0239,8.80,66,2025-06-11 22:11:00,2025-06-11 23:21:00,delivered,70,11.83,47.34,t,f,f,t,f,f,f,f,f
ORD-001231,USR-1304,RES-0010,PAY-001231,DEL-001231,2025-05-04 16:55:00,2025-05-04,2025,5,delivered,,Bibiana Luján Valentín,domingo.casas@example.com,Valencia,2024-02-05,f,,Verdugo PLC,italian,Valencia,small_local,3.90,0.15,paypal,paid,EUR,41.65,3.99,45.64,CUR-0203,1.80,27,2025-05-04 17:08:00,2025-05-04 17:42:00,delivered,34,6.25,35.40,t,f,f,t,f,f,f,f,f
ORD-001232,USR-1455,RES-0029,PAY-001232,DEL-001232,2025-11-10 20:56:00,2025-11-10,2025,11,delivered,,Jose Angel Exposito Ramos,seve.coloma@example.com,Madrid,2025-04-08,f,,Alcázar-Prats,mexican,Madrid,premium,4.60,0.25,card,paid,EUR,28.50,3.99,32.49,CUR-0052,2.40,45,2025-11-10 21:16:00,2025-11-10 22:32:00,delivered,76,7.13,21.38,t,f,f,t,f,f,f,f,f
ORD-001233,USR-0825,RES-0028,PAY-001233,DEL-001233,2024-08-11 13:27:00,2024-08-11,2024,8,delivered,,Reyes Salinas Blasco,tere.agudo@example.com,Valencia,2024-05-01,t,2024-05-01,Puig LLC,japanese,Valencia,small_local,4.80,0.15,google_pay,paid,EUR,35.07,0.00,35.07,CUR-0215,1.40,40,2024-08-11 13:36:00,2024-08-11 14:13:00,delivered,37,5.26,29.81,t,f,f,f,f,f,f,f,f
ORD-001234,USR-1546,RES-0026,PAY-001234,DEL-001234,2025-08-08 11:59:00,2025-08-08,2025,8,delivered,,Gala Carreras-Maldonado,yolanda.salinas@example.com,Valencia,2024-08-18,f,,Paniagua-Pinedo,japanese,Valencia,premium,4.00,0.25,card,paid,EUR,27.23,3.99,31.22,CUR-0027,4.20,48,2025-08-08 12:17:00,2025-08-08 13:42:00,delivered,85,6.81,20.42,t,f,f,t,f,f,f,f,f
